set,index,formula,n_atoms,mean,max,unseen_element_atoms
rot1 GFN2 MD/normal modes,134,C60H58F14N2O10,144,0.0030320734633991577,0.0143025815499227,0
rot1 GFN2 MD/normal modes,135,C60H58F14N2O10,144,0.0025822939080910583,0.013784833795872808,0
rot1 GFN2 MD/normal modes,136,C60H58F14N2O10,144,0.0027855378348145624,0.013809068177555117,0
rot1 GFN2 MD/normal modes,137,C60H58F14N2O10,144,0.00285993630257988,0.02448460555678922,0
rot1 GFN2 MD/normal modes,138,C60H58F14N2O10,144,0.0047721858549054095,0.04218710194160258,0
rot1 GFN2 MD/normal modes,139,C60H58F14N2O10,144,0.003555518943571324,0.025255253747991202,0
rot1 GFN2 MD/normal modes,140,C60H58F14N2O10,144,0.004740568956576882,0.041201049329218864,0
rot1 GFN2 MD/normal modes,141,C60H58F14N2O10,144,0.0027788246301853384,0.015839110563561687,0
rot1 GFN2 MD/normal modes,142,C60H58F14N2O10,144,0.004193930091536897,0.02797694484557689,0
rot1 GFN2 MD/normal modes,143,C60H58F14N2O10,144,0.0035645246951327048,0.017907386227396738,0
rot1 GFN2 MD/normal modes,144,C60H58F14N2O10,144,0.002877067277963322,0.016891351537934862,0
rot1 GFN2 MD/normal modes,145,C60H58F14N2O10,144,0.002617723701319825,0.014975240233962128,0
rot1 GFN2 MD/normal modes,146,C60H58F14N2O10,144,0.003379053529332318,0.015603987459325452,0
rot1 GFN2 MD/normal modes,147,C60H58F14N2O10,144,0.003839925129039601,0.022824050414055774,0
rot1 GFN2 MD/normal modes,148,C60H58F14N2O10,144,0.0034990874596285584,0.02079083962586248,0
rot1 GFN2 MD/normal modes,149,C60H58F14N2O10,144,0.004472492433032085,0.042760640991160836,0
rot1 GFN2 MD/normal modes,150,C60H58F14N2O10,144,0.0024660436919734362,0.02832416440363872,0
rot1 GFN2 MD/normal modes,151,C60H58F14N2O10,144,0.004487294019877781,0.051159325886094176,0
rot1 GFN2 MD/normal modes,152,C60H58F14N2O10,144,0.002982403057042619,0.020913706112228203,0
rot1 GFN2 MD/normal modes,153,C60H58F14N2O10,144,0.0029289345356970473,0.02155627574482799,0
rot1 GFN2 MD/normal modes,154,C60H58F14N2O10,144,0.00441242293057727,0.018503319140602548,0
rot1 GFN2 MD/normal modes,155,C60H58F14N2O10,144,0.0030818524215118046,0.024889641649789795,0
rot1 GFN2 MD/normal modes,156,C60H58F14N2O10,144,0.0023660232412717978,0.009992130545500078,0
rot1 GFN2 MD/normal modes,157,C60H58F14N2O10,144,0.004437812545358933,0.0395291381694024,0
rot1 GFN2 MD/normal modes,158,C60H58F14N2O10,144,0.003915451678674495,0.01533159423243291,0
rot1 GFN2 MD/normal modes,159,C60H58F14N2O10,144,0.004486656909089338,0.02374872457047328,0
rot1 GFN2 MD/normal modes,160,C60H58F14N2O10,144,0.002957421553315393,0.016498180191572676,0
rot1 GFN2 MD/normal modes,161,C60H58F14N2O10,144,0.00412702038449358,0.025872385196608394,0
rot1 GFN2 MD/normal modes,162,C60H58F14N2O10,144,0.003998143044418057,0.027264851114331967,0
rot1 GFN2 MD/normal modes,163,C60H58F14N2O10,144,0.004821270550320631,0.06057002647868914,0
rot1 GFN2 MD/normal modes,164,C60H58F14N2O10,144,0.004000853771185079,0.03437746363292782,0
